,Name,SeasonWins,Points,FGM,FGM3,FTA,Off Rebounds,Def Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,YearsExp,Conf_Champs,WSeed,TourneyWins
34,C Michigan,20,80.19354838709677,27.387096774193548,8.580645161290322,24.967741935483872,12.096774193548388,25.612903225806452,13.0,12.0,6.967741935483871,2.967741935483871,17.29032258064516,35.0,0,0.0,0.0
35,CS Bakersfield,13,69.71428571428571,25.607142857142858,6.5,17.892857142857142,14.321428571428571,22.392857142857142,10.964285714285714,13.285714285714286,6.607142857142857,3.107142857142857,22.25,12.0,0,0.0,0.0
36,CS Fullerton,14,70.12903225806451,24.838709677419356,5.290322580645161,21.483870967741936,8.451612903225806,26.967741935483872,11.225806451612904,13.612903225806452,5.870967741935484,3.2903225806451615,19.161290322580644,35.0,0,0.0,0.0
37,CS Northridge,12,76.28125,28.40625,6.90625,19.75,10.53125,25.34375,14.75,12.3125,6.375,4.59375,18.65625,29.0,0,0.0,0.0
38,CS Sacramento,12,69.67857142857143,25.214285714285715,5.642857142857143,19.25,9.964285714285714,23.178571428571427,12.964285714285714,13.357142857142858,7.714285714285714,3.107142857142857,18.535714285714285,28.0,0,0.0,0.0
39,Cal Baptist,12,75.46153846153847,26.03846153846154,8.807692307692308,18.96153846153846,10.076923076923077,26.26923076923077,10.615384615384615,12.5,4.346153846153846,2.6153846153846154,21.307692307692307,1.0,0,0.0,0.0
40,Cal Poly,4,65.92592592592592,24.185185185185187,7.666666666666667,15.333333333333334,9.925925925925926,23.333333333333332,10.333333333333334,11.592592592592593,4.7407407407407405,3.2222222222222223,18.925925925925927,25.0,0,0.0,0.0
41,California,8,68.41935483870968,23.838709677419356,6.67741935483871,19.451612903225808,8.03225806451613,21.032258064516128,10.903225806451612,11.419354838709678,7.32258064516129,3.193548387096774,18.516129032258064,35.0,0,0.0,0.0
42,Campbell,17,74.20689655172414,25.551724137931036,9.482758620689655,18.103448275862068,8.137931034482758,22.275862068965516,13.96551724137931,9.89655172413793,6.0,2.9655172413793105,16.379310344827587,35.0,0,0.0,0.0
43,Canisius,15,70.3125,24.9375,8.0,17.96875,9.40625,22.28125,14.5625,12.875,6.375,3.375,19.59375,35.0,0,0.0,0.0
44,Cent Arkansas,11,70.96666666666667,24.0,8.633333333333333,19.7,8.933333333333334,25.2,13.833333333333334,14.233333333333333,5.933333333333334,3.4,18.533333333333335,13.0,0,0.0,0.0
45,Central Conn,9,70.27586206896552,24.137931034482758,6.482758620689655,19.862068965517242,10.517241379310345,24.689655172413794,11.206896551724139,14.10344827586207,5.379310344827586,3.413793103448276,19.310344827586206,33.0,0,0.0,0.0
46,Charleston So,13,73.0,25.964285714285715,9.428571428571429,16.821428571428573,11.035714285714286,24.857142857142858,13.535714285714286,12.678571428571429,7.392857142857143,3.142857142857143,16.75,35.0,0,0.0,0.0
47,Charlotte,8,61.241379310344826,20.620689655172413,6.586206896551724,18.06896551724138,6.9655172413793105,23.82758620689655,9.931034482758621,14.517241379310345,4.758620689655173,3.4827586206896552,16.93103448275862,35.0,0,0.0,0.0
48,Chattanooga,9,69.03448275862068,25.20689655172414,9.10344827586207,14.0,8.689655172413794,24.655172413793103,12.862068965517242,13.241379310344827,3.9310344827586206,2.5172413793103448,17.724137931034484,35.0,0,0.0,0.0
49,Chicago St,1,59.86666666666667,21.566666666666666,4.466666666666667,17.866666666666667,7.833333333333333,22.466666666666665,11.066666666666666,16.1,5.833333333333333,2.033333333333333,19.766666666666666,35.0,0,0.0,0.0
50,Cincinnati,28,71.70588235294117,24.823529411764707,6.647058823529412,21.88235294117647,12.823529411764707,23.41176470588235,13.441176470588236,10.529411764705882,6.176470588235294,4.5,16.058823529411764,35.0,1,7.0,0.0
51,Citadel,9,79.29629629629629,27.74074074074074,11.555555555555555,16.59259259259259,9.777777777777779,24.555555555555557,13.74074074074074,13.037037037037036,6.0,3.1481481481481484,17.88888888888889,35.0,0,0.0,0.0
52,Clemson,19,69.03125,24.71875,6.46875,17.875,8.9375,26.625,12.3125,13.375,6.46875,4.34375,16.5,35.0,0,0.0,0.0
53,Cleveland St,8,73.41379310344827,25.586206896551722,9.551724137931034,18.655172413793103,9.655172413793103,25.03448275862069,14.517241379310345,13.310344827586206,5.517241379310345,3.0344827586206895,18.17241379310345,35.0,0,0.0,0.0
54,Coastal Car,13,75.34482758620689,25.20689655172414,8.0,23.482758620689655,11.03448275862069,25.482758620689655,12.931034482758621,14.413793103448276,6.137931034482759,2.3448275862068964,21.06896551724138,33.0,0,0.0,0.0
55,Col Charleston,23,73.9375,26.53125,6.8125,18.46875,7.96875,24.0625,11.5,10.375,6.46875,2.25,14.78125,28.0,0,0.0,0.0
56,Colgate,23,75.51515151515152,27.12121212121212,9.090909090909092,16.393939393939394,9.575757575757576,25.757575757575758,15.696969696969697,13.181818181818182,6.212121212121212,3.393939393939394,15.484848484848484,35.0,1,15.0,0.0
57,Colorado,21,73.9090909090909,25.818181818181817,6.424242424242424,21.21212121212121,10.272727272727273,27.363636363636363,13.393939393939394,13.515151515151516,5.151515151515151,3.0303030303030303,17.393939393939394,35.0,0,0.0,0.0
58,Colorado St,11,73.96774193548387,26.838709677419356,7.838709677419355,18.032258064516128,7.774193548387097,25.483870967741936,14.548387096774194,11.774193548387096,6.290322580645161,2.3548387096774195,16.548387096774192,35.0,0,0.0,0.0
59,Columbia,8,72.0,27.346153846153847,7.884615384615385,13.576923076923077,8.615384615384615,25.384615384615383,14.884615384615385,12.923076923076923,7.384615384615385,2.576923076923077,19.192307692307693,35.0,0,0.0,0.0
60,Connecticut,16,73.81818181818181,26.484848484848484,7.636363636363637,19.424242424242426,11.545454545454545,23.939393939393938,12.787878787878787,12.93939393939394,6.0606060606060606,4.393939393939394,19.484848484848484,35.0,0,0.0,0.0
61,Coppin St,8,64.18181818181819,21.515151515151516,7.2727272727272725,20.87878787878788,9.696969696969697,27.181818181818183,9.878787878787879,16.818181818181817,5.121212121212121,3.484848484848485,18.78787878787879,34.0,0,0.0,0.0
62,Cornell,13,67.78571428571429,23.5,7.464285714285714,18.642857142857142,6.357142857142857,25.392857142857142,13.857142857142858,13.0,5.678571428571429,3.2857142857142856,15.857142857142858,35.0,0,0.0,0.0
63,Creighton,17,77.74193548387096,27.70967741935484,10.516129032258064,17.161290322580644,8.225806451612904,25.419354838709676,15.580645161290322,13.064516129032258,6.709677419354839,2.4516129032258065,17.096774193548388,35.0,0,0.0,0.0
64,Dartmouth,9,69.5,25.571428571428573,8.178571428571429,14.25,8.107142857142858,24.464285714285715,13.392857142857142,11.964285714285714,4.928571428571429,3.1785714285714284,16.035714285714285,35.0,0,0.0,0.0
65,Davidson,23,70.0,24.5625,9.03125,15.78125,7.5625,26.96875,14.21875,10.96875,5.0,2.375,16.0625,35.0,0,0.0,0.0
66,Dayton,21,72.90625,27.25,6.25,17.625,8.1875,26.6875,16.53125,12.59375,5.03125,2.46875,13.90625,35.0,0,0.0,0.0
67,DePaul,15,76.86666666666666,27.566666666666666,6.766666666666667,20.9,11.333333333333334,26.166666666666668,14.6,13.833333333333334,6.333333333333333,2.9,17.866666666666667,35.0,0,0.0,0.0
68,Delaware,15,70.38709677419355,24.774193548387096,8.451612903225806,17.0,7.806451612903226,24.129032258064516,12.580645161290322,11.419354838709678,4.451612903225806,2.2580645161290325,16.0,35.0,0,0.0,0.0
69,Delaware St,4,61.172413793103445,21.482758620689655,7.275862068965517,16.0,12.10344827586207,24.24137931034483,10.172413793103448,13.655172413793103,6.413793103448276,2.1724137931034484,19.24137931034483,35.0,0,0.0,0.0
70,Denver,7,68.72413793103448,24.896551724137932,7.517241379310345,14.96551724137931,9.0,25.24137931034483,11.586206896551724,13.586206896551724,4.724137931034483,2.5172413793103448,16.896551724137932,21.0,0,0.0,0.0
71,Detroit,11,73.51612903225806,25.29032258064516,9.483870967741936,18.741935483870968,11.03225806451613,21.838709677419356,10.290322580645162,11.483870967741936,7.67741935483871,2.4838709677419355,17.161290322580644,35.0,0,0.0,0.0
72,Drake,22,74.0,25.967741935483872,8.03225806451613,18.612903225806452,7.903225806451613,26.967741935483872,14.96774193548387,13.483870967741936,5.290322580645161,3.6451612903225805,16.70967741935484,35.0,0,0.0,0.0
73,Drexel,12,74.41935483870968,26.806451612903224,7.161290322580645,18.129032258064516,9.903225806451612,24.70967741935484,13.838709677419354,11.580645161290322,4.354838709677419,1.8064516129032258,17.0,35.0,0,0.0,0.0
74,Duke,29,83.5,30.5,7.264705882352941,22.08823529411765,13.382352941176471,28.38235294117647,15.911764705882353,13.117647058823529,9.470588235294118,6.823529411764706,15.852941176470589,35.0,1,1.0,3.0
75,Duquesne,19,73.46875,25.3125,8.46875,20.71875,11.84375,23.5625,13.8125,14.09375,7.8125,4.71875,18.1875,35.0,0,0.0,0.0
76,E Illinois,13,71.25806451612904,25.516129032258064,8.387096774193548,17.161290322580644,10.935483870967742,24.870967741935484,13.290322580645162,13.32258064516129,6.096774193548387,3.806451612903226,17.806451612903224,35.0,0,0.0,0.0
77,E Kentucky,11,79.65517241379311,27.862068965517242,8.413793103448276,21.862068965517242,11.448275862068966,25.17241379310345,13.96551724137931,14.655172413793103,9.551724137931034,3.1724137931034484,21.344827586206897,35.0,0,0.0,0.0
78,E Michigan,11,65.5,24.035714285714285,5.785714285714286,18.821428571428573,12.107142857142858,22.642857142857142,10.5,13.75,6.892857142857143,4.321428571428571,17.107142857142858,35.0,0,0.0,0.0
79,E Washington,15,71.75757575757575,25.545454545454547,9.0,16.09090909090909,8.848484848484848,26.303030303030305,13.545454545454545,12.030303030303031,5.575757575757576,3.0,18.696969696969695,35.0,0,0.0,0.0
80,ETSU,22,77.3225806451613,28.774193548387096,7.903225806451613,18.06451612903226,12.806451612903226,25.903225806451612,15.32258064516129,14.096774193548388,7.387096774193548,3.903225806451613,17.580645161290324,35.0,0,0.0,0.0
81,East Carolina,10,67.35483870967742,24.161290322580644,5.0,20.580645161290324,10.35483870967742,23.870967741935484,12.32258064516129,13.419354838709678,7.225806451612903,3.5483870967741935,20.06451612903226,35.0,0,0.0,0.0
82,Elon,9,69.2,24.833333333333332,9.9,13.9,7.8,24.766666666666666,14.0,12.7,3.966666666666667,1.8666666666666667,16.966666666666665,20.0,0,0.0,0.0
83,Evansville,9,69.23333333333333,23.033333333333335,8.233333333333333,20.633333333333333,6.633333333333334,26.866666666666667,12.066666666666666,13.0,5.666666666666667,2.7333333333333334,19.3,35.0,0,0.0,0.0
84,F Dickinson,18,74.74193548387096,26.193548387096776,7.806451612903226,19.548387096774192,9.225806451612904,23.096774193548388,13.935483870967742,13.451612903225806,7.516129032258065,3.6451612903225805,16.741935483870968,35.0,1,16.0,0.0
85,FL Atlantic,14,69.27586206896552,23.896551724137932,8.655172413793103,16.862068965517242,10.724137931034482,28.0,12.655172413793103,14.689655172413794,5.206896551724138,2.7586206896551726,17.862068965517242,26.0,0,0.0,0.0
86,FL Gulf Coast,12,70.4,25.066666666666666,8.3,17.733333333333334,8.433333333333334,24.466666666666665,13.8,15.0,6.533333333333333,4.066666666666666,16.1,12.0,0,0.0,0.0
87,Fairfield,9,66.83870967741936,24.548387096774192,8.35483870967742,13.548387096774194,8.935483870967742,22.29032258064516,12.935483870967742,14.064516129032258,6.516129032258065,2.032258064516129,19.741935483870968,35.0,0,0.0,0.0
88,Florida,19,68.26470588235294,23.941176470588236,8.147058823529411,17.029411764705884,10.617647058823529,22.852941176470587,12.235294117647058,11.764705882352942,7.176470588235294,3.7058823529411766,17.147058823529413,35.0,0,10.0,1.0
89,Florida A&M,10,61.55172413793103,23.03448275862069,5.620689655172414,16.379310344827587,9.310344827586206,22.862068965517242,11.551724137931034,16.689655172413794,7.172413793103448,3.7586206896551726,19.06896551724138,35.0,0,0.0,0.0
90,Florida Intl,15,78.71428571428571,27.607142857142858,7.964285714285714,24.0,10.464285714285714,24.035714285714285,13.821428571428571,14.0,9.821428571428571,4.392857142857143,19.607142857142858,32.0,0,0.0,0.0
91,Florida St,27,74.91176470588235,25.852941176470587,7.5,21.205882352941178,11.441176470588236,25.941176470588236,12.882352941176471,13.5,6.970588235294118,4.264705882352941,19.147058823529413,35.0,0,4.0,2.0
92,Fordham,11,64.58064516129032,23.161290322580644,8.387096774193548,14.32258064516129,9.419354838709678,24.161290322580644,10.870967741935484,10.96774193548387,5.774193548387097,3.225806451612903,17.451612903225808,35.0,0,0.0,0.0
93,Fresno St,22,76.03225806451613,26.387096774193548,10.64516129032258,17.580645161290324,9.419354838709678,26.193548387096776,14.225806451612904,12.64516129032258,7.032258064516129,3.3870967741935485,18.580645161290324,35.0,0,0.0,0.0
94,Furman,22,76.17241379310344,27.75862068965517,10.03448275862069,14.758620689655173,9.724137931034482,25.75862068965517,15.551724137931034,13.0,8.482758620689655,4.344827586206897,15.03448275862069,35.0,0,0.0,0.0
95,G Washington,9,63.54545454545455,22.575757575757574,5.9393939393939394,18.181818181818183,8.333333333333334,25.454545454545453,11.363636363636363,12.515151515151516,5.151515151515151,2.909090909090909,15.93939393939394,35.0,0,0.0,0.0
96,Ga Southern,19,80.19354838709677,29.64516129032258,6.129032258064516,21.032258064516128,9.258064516129032,26.032258064516128,11.806451612903226,13.96774193548387,7.064516129032258,3.774193548387097,18.161290322580644,35.0,0,0.0,0.0
97,Gardner Webb,20,75.7741935483871,26.29032258064516,7.741935483870968,21.580645161290324,7.129032258064516,25.741935483870968,13.612903225806452,11.774193548387096,6.225806451612903,2.4838709677419355,16.193548387096776,17.0,1,16.0,0.0
98,George Mason,18,70.12121212121212,25.0,6.363636363636363,19.21212121212121,9.818181818181818,25.515151515151516,12.090909090909092,12.969696969696969,6.181818181818182,2.9393939393939394,17.060606060606062,35.0,0,0.0,0.0
99,Georgetown,19,79.90625,27.15625,8.25,23.59375,10.75,28.875,16.59375,13.59375,5.90625,4.0625,17.6875,35.0,0,0.0,0.0
100,Georgia,11,71.0625,24.25,6.5625,22.6875,11.15625,26.78125,13.21875,15.8125,5.78125,5.09375,17.65625,35.0,0,0.0,0.0
101,Georgia St,23,75.8125,26.375,9.625,20.46875,8.03125,24.59375,12.125,11.78125,7.84375,4.6875,17.46875,35.0,1,14.0,0.0
102,Georgia Tech,14,65.34375,23.59375,5.5,18.375,8.1875,25.28125,13.53125,14.34375,6.90625,5.1875,17.5,35.0,0,0.0,0.0
103,Gonzaga,30,88.84848484848484,32.18181818181818,7.787878787878788,21.757575757575758,9.545454545454545,29.09090909090909,18.21212121212121,10.363636363636363,7.545454545454546,5.484848484848484,16.060606060606062,35.0,0,1.0,3.0
104,Grambling,14,68.93333333333334,23.1,6.5,23.466666666666665,8.933333333333334,27.833333333333332,11.466666666666667,15.733333333333333,5.5,4.3,20.766666666666666,35.0,0,0.0,0.0
105,Grand Canyon,19,75.0625,26.40625,7.53125,20.125,10.4375,25.78125,13.59375,12.03125,6.0625,2.1875,17.5,6.0,0,0.0,0.0
106,Hampton,12,79.89285714285714,27.0,8.428571428571429,22.071428571428573,10.857142857142858,26.714285714285715,13.285714285714286,10.678571428571429,6.071428571428571,3.142857142857143,19.464285714285715,24.0,0,0.0,0.0
107,Hartford,17,74.5,25.46875,9.78125,18.5625,8.40625,23.09375,13.90625,12.25,6.75,2.15625,16.75,35.0,0,0.0,0.0
108,Harvard,17,71.28571428571429,25.107142857142858,8.642857142857142,17.392857142857142,9.392857142857142,26.678571428571427,11.857142857142858,15.714285714285714,5.821428571428571,3.7142857142857144,17.75,35.0,0,0.0,0.0
109,Hawaii,16,71.34482758620689,25.310344827586206,8.448275862068966,17.586206896551722,9.0,25.03448275862069,15.379310344827585,11.931034482758621,4.862068965517241,2.1724137931034484,18.137931034482758,35.0,0,0.0,0.0
110,High Point,14,66.34482758620689,24.03448275862069,5.551724137931035,18.448275862068964,11.448275862068966,25.82758620689655,12.448275862068966,13.310344827586206,5.344827586206897,2.7586206896551726,16.137931034482758,20.0,0,0.0,0.0
111,Hofstra,26,82.84848484848484,28.181818181818183,8.787878787878787,22.03030303030303,8.393939393939394,24.303030303030305,13.636363636363637,9.727272727272727,6.303030303030303,3.4545454545454546,14.909090909090908,35.0,0,0.0,0.0
112,Holy Cross,16,67.15151515151516,25.696969696969695,7.181818181818182,12.848484848484848,6.666666666666667,21.09090909090909,15.545454545454545,10.606060606060606,7.303030303030303,3.8484848484848486,14.606060606060606,35.0,0,0.0,0.0
113,Houston,31,75.61764705882354,26.529411764705884,9.205882352941176,19.029411764705884,12.5,28.41176470588235,14.852941176470589,11.352941176470589,6.4411764705882355,4.5,19.058823529411764,35.0,0,3.0,2.0
114,Houston Bap,10,79.10714285714286,27.428571428571427,6.607142857142857,26.285714285714285,13.25,23.892857142857142,14.428571428571429,14.785714285714286,7.428571428571429,1.8571428571428572,19.964285714285715,35.0,0,0.0,0.0
115,Howard,14,76.33333333333333,27.0,6.9,21.266666666666666,11.5,23.866666666666667,12.633333333333333,12.533333333333333,5.333333333333333,3.6666666666666665,18.833333333333332,35.0,0,0.0,0.0
116,IL Chicago,14,74.03333333333333,26.666666666666668,9.366666666666667,16.333333333333332,8.533333333333333,26.233333333333334,14.666666666666666,14.633333333333333,6.333333333333333,3.933333333333333,21.666666666666668,35.0,0,0.0,0.0
117,IUPUI,14,74.1,26.166666666666668,6.9,21.266666666666666,12.5,23.966666666666665,13.8,13.766666666666667,7.1,3.066666666666667,17.933333333333334,21.0,0,0.0,0.0
118,Idaho,3,66.06896551724138,23.482758620689655,7.931034482758621,15.379310344827585,8.068965517241379,24.03448275862069,12.0,13.448275862068966,3.7586206896551726,1.6206896551724137,18.620689655172413,35.0,0,0.0,0.0
119,Idaho St,9,71.75,25.392857142857142,8.857142857142858,16.5,8.785714285714286,22.5,12.464285714285714,12.107142857142858,5.035714285714286,2.8214285714285716,16.821428571428573,35.0,0,0.0,0.0
120,Illinois,12,72.66666666666667,26.12121212121212,7.848484848484849,17.90909090909091,10.636363636363637,22.333333333333332,13.515151515151516,13.212121212121213,7.424242424242424,2.606060606060606,21.21212121212121,35.0,0,0.0,0.0
121,Illinois St,16,68.0625,24.5,7.21875,16.40625,9.21875,25.15625,12.5,12.5625,4.9375,3.1875,17.53125,35.0,0,0.0,0.0
122,Incarnate Word,2,65.29629629629629,22.703703703703702,6.0,17.25925925925926,6.592592592592593,19.37037037037037,11.518518518518519,16.333333333333332,6.185185185185185,1.6666666666666667,19.703703703703702,6.0,0,0.0,0.0
123,Indiana,17,71.53125,26.1875,6.03125,19.84375,9.65625,26.40625,13.3125,12.625,6.53125,4.4375,17.125,35.0,0,0.0,0.0
124,Indiana St,13,68.58620689655173,24.17241379310345,5.655172413793103,19.896551724137932,8.10344827586207,24.03448275862069,10.655172413793103,12.96551724137931,6.655172413793103,2.206896551724138,19.17241379310345,35.0,0,0.0,0.0
125,Iona,17,76.84375,26.09375,8.8125,21.375,8.8125,25.59375,13.15625,12.40625,6.78125,2.78125,17.21875,35.0,1,16.0,0.0
126,Iowa,22,78.3030303030303,26.12121212121212,8.090909090909092,24.272727272727273,10.333333333333334,25.393939393939394,15.727272727272727,12.151515151515152,6.181818181818182,3.272727272727273,16.03030303030303,35.0,0,10.0,1.0
127,Iowa St,23,77.44117647058823,27.970588235294116,8.470588235294118,17.794117647058822,9.411764705882353,25.764705882352942,15.235294117647058,11.117647058823529,7.0,4.647058823529412,14.764705882352942,35.0,1,6.0,0.0
128,Jackson St,11,61.2,22.166666666666668,4.8,18.866666666666667,10.233333333333333,24.233333333333334,11.066666666666666,13.7,6.4,3.8,20.2,35.0,0,0.0,0.0
129,Jacksonville,10,72.06666666666666,26.8,6.133333333333334,18.366666666666667,10.3,25.5,13.5,14.533333333333333,6.5,5.2,16.4,35.0,0,0.0,0.0
130,Jacksonville St,22,76.25806451612904,28.258064516129032,5.838709677419355,18.612903225806452,11.806451612903226,27.06451612903226,13.0,13.483870967741936,7.290322580645161,3.903225806451613,17.06451612903226,24.0,0,0.0,0.0
131,James Madison,12,69.48387096774194,24.29032258064516,7.451612903225806,18.612903225806452,10.193548387096774,23.225806451612904,12.064516129032258,12.580645161290322,6.064516129032258,2.774193548387097,18.70967741935484,35.0,0,0.0,0.0
132,Kansas,25,75.38235294117646,27.294117647058822,7.235294117647059,19.441176470588236,10.382352941176471,27.676470588235293,13.323529411764707,13.382352941176471,6.852941176470588,3.9411764705882355,16.91176470588235,35.0,0,4.0,1.0
133,Kansas St,25,65.81818181818181,23.757575757575758,7.0606060606060606,16.939393939393938,9.454545454545455,23.818181818181817,13.757575757575758,11.272727272727273,7.606060606060606,2.272727272727273,16.151515151515152,35.0,0,4.0,0.0
134,Kennesaw,4,62.4,22.7,4.3,18.3,11.666666666666666,23.966666666666665,10.966666666666667,13.466666666666667,5.566666666666666,3.4,16.4,14.0,0,0.0,0.0
135,Kent,20,74.76666666666667,26.266666666666666,7.933333333333334,19.766666666666666,12.233333333333333,23.333333333333332,12.8,11.433333333333334,6.766666666666667,3.6,18.866666666666667,35.0,0,0.0,0.0
