,Name,SeasonWins,Points,FGM,FGM3,FTA,Off Rebounds,Def Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,YearsExp,Conf_Champs,WSeed,TourneyWins
10,F Dickinson,18,74.74193548387096,26.193548387096776,7.806451612903226,19.548387096774192,9.225806451612904,23.096774193548388,13.935483870967742,13.451612903225806,7.516129032258065,3.6451612903225805,16.741935483870968,35.0,1,16,0.0
11,Florida,19,68.26470588235294,23.941176470588236,8.147058823529411,17.029411764705884,10.617647058823529,22.852941176470587,12.235294117647058,11.764705882352942,7.176470588235294,3.7058823529411766,17.147058823529413,35.0,0,10,1.0
12,Florida St,27,74.91176470588235,25.852941176470587,7.5,21.205882352941178,11.441176470588236,25.941176470588236,12.882352941176471,13.5,6.970588235294118,4.264705882352941,19.147058823529413,35.0,0,4,2.0
13,Gardner Webb,20,75.7741935483871,26.29032258064516,7.741935483870968,21.580645161290324,7.129032258064516,25.741935483870968,13.612903225806452,11.774193548387096,6.225806451612903,2.4838709677419355,16.193548387096776,17.0,1,16,0.0
14,Georgia St,23,75.8125,26.375,9.625,20.46875,8.03125,24.59375,12.125,11.78125,7.84375,4.6875,17.46875,35.0,1,14,0.0
15,Gonzaga,30,88.84848484848484,32.18181818181818,7.787878787878788,21.757575757575758,9.545454545454545,29.09090909090909,18.21212121212121,10.363636363636363,7.545454545454546,5.484848484848484,16.060606060606062,35.0,0,1,3.0
16,Houston,31,75.61764705882354,26.529411764705884,9.205882352941176,19.029411764705884,12.5,28.41176470588235,14.852941176470589,11.352941176470589,6.4411764705882355,4.5,19.058823529411764,35.0,0,3,2.0
17,Iona,17,76.84375,26.09375,8.8125,21.375,8.8125,25.59375,13.15625,12.40625,6.78125,2.78125,17.21875,35.0,1,16,0.0
18,Iowa,22,78.3030303030303,26.12121212121212,8.090909090909092,24.272727272727273,10.333333333333334,25.393939393939394,15.727272727272727,12.151515151515152,6.181818181818182,3.272727272727273,16.03030303030303,35.0,0,10,1.0
19,Iowa St,23,77.44117647058823,27.970588235294116,8.470588235294118,17.794117647058822,9.411764705882353,25.764705882352942,15.235294117647058,11.117647058823529,7.0,4.647058823529412,14.764705882352942,35.0,1,6,0.0
20,Kansas,25,75.38235294117646,27.294117647058822,7.235294117647059,19.441176470588236,10.382352941176471,27.676470588235293,13.323529411764707,13.382352941176471,6.852941176470588,3.9411764705882355,16.91176470588235,35.0,0,4,1.0
21,Kansas St,25,65.81818181818181,23.757575757575758,7.0606060606060606,16.939393939393938,9.454545454545455,23.818181818181817,13.757575757575758,11.272727272727273,7.606060606060606,2.272727272727273,16.151515151515152,35.0,0,4,0.0
22,Kentucky,27,76.72727272727273,26.606060606060606,6.03030303030303,23.636363636363637,11.606060606060606,26.818181818181817,13.848484848484848,12.636363636363637,6.03030303030303,5.0606060606060606,16.303030303030305,35.0,0,2,3.0
23,LSU,26,81.375,28.5,6.84375,23.25,13.5,25.28125,13.125,13.21875,9.09375,4.3125,18.6875,35.0,0,3,2.0
24,Liberty,25,72.19354838709677,26.387096774193548,8.387096774193548,14.161290322580646,7.645161290322581,24.129032258064516,14.129032258064516,11.161290322580646,6.161290322580645,2.4516129032258065,15.612903225806452,31.0,1,12,1.0
25,Louisville,20,74.54545454545455,25.09090909090909,8.636363636363637,20.303030303030305,10.242424242424242,28.0,13.393939393939394,12.393939393939394,4.454545454545454,2.9696969696969697,17.272727272727273,35.0,0,7,0.0
26,Marquette,24,77.72727272727273,26.333333333333332,9.424242424242424,20.606060606060606,9.606060606060606,28.454545454545453,13.636363636363637,13.909090909090908,4.818181818181818,4.2727272727272725,18.666666666666668,35.0,0,5,0.0
27,Maryland,22,71.34375,25.21875,7.25,18.25,10.96875,28.1875,13.21875,13.1875,4.34375,4.75,15.46875,35.0,0,6,1.0
28,Michigan,28,70.38235294117646,25.764705882352942,8.058823529411764,15.470588235294118,8.294117647058824,26.558823529411764,13.970588235294118,8.823529411764707,6.147058823529412,4.205882352941177,14.088235294117647,35.0,0,2,2.0
29,Michigan St,28,78.82352941176471,27.764705882352942,8.294117647058824,20.0,10.823529411764707,30.08823529411765,18.941176470588236,12.852941176470589,5.235294117647059,5.470588235294118,16.91176470588235,35.0,1,2,4.0
30,Minnesota,21,70.79411764705883,24.705882352941178,5.235294117647059,23.764705882352942,11.441176470588236,25.58823529411765,14.882352941176471,12.0,4.794117647058823,4.0,16.176470588235293,35.0,0,10,1.0
31,Mississippi,20,75.40625,26.46875,8.15625,18.28125,9.84375,24.46875,14.34375,12.65625,7.3125,3.625,18.09375,35.0,0,8,0.0
32,Mississippi St,23,77.33333333333333,27.606060606060606,8.606060606060606,18.90909090909091,11.666666666666666,24.12121212121212,14.242424242424242,13.303030303030303,8.090909090909092,4.96969696969697,17.09090909090909,35.0,0,5,0.0
33,Montana,24,76.59375,27.9375,8.25,17.9375,8.75,24.8125,14.59375,12.0,6.375,2.8125,19.21875,35.0,1,15,0.0
34,Murray St,25,81.58620689655173,29.517241379310345,7.689655172413793,20.03448275862069,10.931034482758621,26.75862068965517,17.275862068965516,12.275862068965518,7.241379310344827,4.413793103448276,16.275862068965516,35.0,1,12,1.0
35,N Dakota St,16,72.29032258064517,24.580645161290324,9.709677419354838,17.548387096774192,6.580645161290323,24.193548387096776,11.32258064516129,10.64516129032258,4.741935483870968,2.4838709677419355,15.129032258064516,14.0,1,16,0.0
36,N Kentucky,24,77.78125,27.59375,8.78125,20.625,10.4375,25.875,17.125,12.34375,5.90625,3.84375,19.09375,7.0,1,14,0.0
37,NC Central,15,67.7,24.266666666666666,6.266666666666667,18.333333333333332,11.533333333333333,24.933333333333334,14.433333333333334,15.5,5.266666666666667,2.566666666666667,18.033333333333335,12.0,1,16,0.0
38,Nevada,29,80.66666666666667,27.424242424242426,8.848484848484848,23.96969696969697,9.303030303030303,28.060606060606062,14.969696969696969,10.242424242424242,6.181818181818182,3.909090909090909,17.060606060606062,35.0,0,7,0.0
39,New Mexico St,28,77.65625,27.34375,9.375,20.1875,12.625,25.125,14.5,12.03125,5.53125,2.46875,18.09375,35.0,1,12,0.0
40,North Carolina,27,86.06060606060606,31.0,8.757575757575758,20.636363636363637,13.06060606060606,30.484848484848484,19.0,13.06060606060606,7.181818181818182,3.5454545454545454,17.151515151515152,35.0,0,1,2.0
41,Northeastern,23,76.0909090909091,26.181818181818183,9.757575757575758,18.606060606060606,6.96969696969697,24.78787878787879,14.333333333333334,11.242424242424242,6.151515151515151,2.1515151515151514,16.0,35.0,1,13,0.0
42,Ohio St,19,69.63636363636364,24.151515151515152,7.545454545454546,18.78787878787879,9.393939393939394,25.363636363636363,14.242424242424242,12.545454545454545,5.909090909090909,2.515151515151515,17.90909090909091,35.0,0,11,1.0
43,Oklahoma,19,71.15625,25.9375,6.625,18.3125,9.21875,28.375,12.6875,12.1875,5.9375,3.09375,15.75,35.0,0,9,1.0
44,Old Dominion,26,66.17647058823529,23.676470588235293,7.588235294117647,17.029411764705884,12.0,26.941176470588236,12.794117647058824,11.735294117647058,5.588235294117647,4.5588235294117645,16.470588235294116,35.0,1,14,0.0
45,Oregon,23,70.48571428571428,25.314285714285713,7.6,17.057142857142857,9.714285714285714,24.714285714285715,13.342857142857143,11.8,7.771428571428571,4.228571428571429,17.771428571428572,35.0,1,12,2.0
46,Prairie View,21,74.84848484848484,25.515151515151516,6.181818181818182,25.87878787878788,11.212121212121213,21.96969696969697,12.303030303030303,12.606060606060606,8.818181818181818,1.606060606060606,21.696969696969695,35.0,1,16,0.0
47,Purdue,23,76.1875,26.78125,9.71875,17.625,12.21875,24.5625,14.4375,10.6875,6.5,4.03125,17.5,35.0,0,3,3.0
48,Seton Hall,20,73.93939393939394,26.151515151515152,7.0,20.666666666666668,10.636363636363637,25.21212121212121,13.545454545454545,12.424242424242424,7.0,3.909090909090909,18.757575757575758,35.0,0,10,0.0
49,St John's,21,77.51515151515152,27.939393939393938,8.515151515151516,18.09090909090909,7.636363636363637,24.90909090909091,14.030303030303031,10.363636363636363,8.818181818181818,3.3333333333333335,19.060606060606062,35.0,0,11,0.0
50,St Louis,23,67.05714285714286,23.885714285714286,5.742857142857143,22.65714285714286,13.82857142857143,25.942857142857143,12.971428571428572,12.714285714285714,7.085714285714285,4.057142857142857,17.485714285714284,35.0,1,13,0.0
51,St Mary's CA,22,72.9090909090909,26.545454545454547,7.424242424242424,16.636363636363637,9.818181818181818,24.90909090909091,10.06060606060606,10.575757575757576,6.0,2.5454545454545454,16.96969696969697,35.0,0,11,0.0
52,Syracuse,20,69.72727272727273,23.848484848484848,7.9393939393939394,20.696969696969695,10.787878787878787,24.0,12.0,12.454545454545455,8.272727272727273,4.787878787878788,17.424242424242426,35.0,0,8,0.0
53,Temple,23,74.84375,26.40625,7.5,19.875,9.71875,24.5625,14.46875,11.15625,8.65625,2.25,17.46875,35.0,0,11,0.0
54,Tennessee,28,81.66666666666667,29.696969696969695,6.909090909090909,20.03030303030303,10.272727272727273,26.90909090909091,18.09090909090909,11.181818181818182,5.878787878787879,5.2727272727272725,17.515151515151516,35.0,0,2,2.0
55,Texas Tech,26,73.09375,26.15625,7.25,18.59375,8.84375,25.4375,14.03125,12.375,7.375,4.90625,17.78125,35.0,0,3,5.0
56,UC Irvine,29,72.47058823529412,26.941176470588236,6.794117647058823,16.852941176470587,11.647058823529411,28.38235294117647,13.235294117647058,11.529411764705882,5.5,4.264705882352941,18.5,35.0,1,13,1.0
57,UCF,23,72.12903225806451,24.677419354838708,6.806451612903226,24.741935483870968,9.806451612903226,26.93548387096774,13.258064516129032,11.903225806451612,5.741935483870968,4.483870967741935,16.903225806451612,35.0,0,9,1.0
58,Utah St,27,79.03030303030303,27.606060606060606,7.878787878787879,21.303030303030305,10.606060606060606,29.454545454545453,17.09090909090909,12.545454545454545,6.121212121212121,4.2727272727272725,18.636363636363637,35.0,1,8,0.0
59,VCU,25,71.4375,25.03125,7.15625,20.375,10.84375,25.9375,13.875,14.0,7.96875,4.53125,19.8125,35.0,0,8,0.0
60,Vermont,26,72.40625,24.8125,7.8125,19.875,8.9375,25.71875,11.5,11.0,5.40625,3.9375,16.59375,35.0,1,13,0.0
61,Villanova,25,74.47058823529412,24.705882352941178,10.617647058823529,19.852941176470587,10.5,24.91176470588235,14.264705882352942,11.294117647058824,5.411764705882353,3.0294117647058822,16.41176470588235,35.0,1,6,1.0
62,Virginia,29,71.84375,25.625,8.46875,16.25,8.875,25.75,14.5,9.03125,5.625,3.8125,14.65625,35.0,0,1,6.0
63,Virginia Tech,24,74.0,25.75,9.59375,17.03125,8.90625,23.6875,15.34375,11.375,6.65625,2.3125,15.28125,35.0,0,4,2.0
64,Washington,26,69.82352941176471,24.558823529411764,7.470588235294118,19.058823529411764,9.470588235294118,22.11764705882353,11.676470588235293,13.352941176470589,9.0,5.735294117647059,18.41176470588235,35.0,0,9,1.0
65,Wisconsin,23,69.06060606060606,25.87878787878788,7.121212121212121,15.696969696969697,8.151515151515152,27.060606060606062,12.757575757575758,9.545454545454545,5.121212121212121,4.212121212121212,15.06060606060606,35.0,0,5,0.0
66,Wofford,26,81.2,29.3,10.866666666666667,16.633333333333333,10.3,24.433333333333334,14.7,11.233333333333333,6.133333333333334,2.933333333333333,17.5,24.0,1,7,1.0
67,Yale,21,80.89285714285714,29.821428571428573,7.785714285714286,18.357142857142858,8.678571428571429,29.821428571428573,17.0,13.25,5.75,4.321428571428571,17.0,35.0,1,14,0.0
